a47,a3,a2,a18,a5,a4,a46,a14,a45,a30,Class
3,60498.38,5041.53,13,12,0,4,0.0,0.0,0.0,0
3,559943.78,1120.15,710,411,299,4,0.303172,0.0,0.0,0
349,312377.08,30.79,10000,5785,4215,140,23.666126,95.0,95.0,0
3,664814.18,3084.66,162,82,80,4,0.090444,0.0,0.0,0
308,226773.38,1874.16,122,121,0,270,0.0,2.0,2.0,0
308,226787.22,7315.72,32,31,0,270,0.0,2.0,2.0,0
383,115461.55,5157.08,10,2,8,140,0.764112,5.0,5.0,0
3,836582.68,20898.0,80,40,40,4,1481.360046,0.0,0.0,0
240,428695.18,19851.12,20,11,9,30,1.654303,10.0,10.0,0
3,378991.55,9714.84,78,39,39,4,1.780591,0.0,0.0,0
3,68.97,8.22,5,2,3,4,33.666149,0.0,0.0,0
308,138695.63,10117.65,8,4,4,270,23.534123,1.0,1.0,0
3,91.75,0.0,2,1,1,4,0.096956,0.0,0.0,0
47,141735.2,6749.3,22,21,0,270,0.0,2.0,2.0,0
3,2281.88,0.0,2,1,1,4,12.4399,0.0,0.0,0
3,69298.22,17315.64,8,4,4,4,2.700054,0.0,0.0,0
25,254978.82,9331.76,9,4,5,23,5.136689,8.0,8.0,0
3,49.97,0.0,4,1,3,4,33.666149,0.0,0.0,0
3,204274.18,48183.91,9,4,5,4,1.342724,0.0,0.0,0
3,161779.1,14707.19,12,11,0,4,0.0,0.0,0.0,0
119,243861.32,1262.82,4,3,1,270,45.76359,6.0,6.0,0
3,68.17,0.0,4,1,3,4,33.665988,0.0,0.0,0
3,329.92,0.82,4,2,2,4,50.499487,0.0,0.0,0
3,7.33,0.97,5,2,3,4,666.999528,0.0,0.0,0
3,117004.47,14623.04,15,8,7,4,2.942382,0.0,0.0,0
3,153946.63,5423.29,40,21,19,4,0.448471,0.0,0.0,0
3,39.42,0.0,2,1,1,4,0.998953,0.0,0.0,0
3,315951.33,971.62,29,3,26,4,0.272724,0.0,0.0,0
308,706189.25,8578.63,37,10,27,189,14.187881,6.0,6.0,0
308,576126.17,2229.26,401,208,193,189,9.51437,3.0,3.0,0
3,329.18,0.21,4,2,2,4,50.499487,0.0,0.0,0
308,181076.48,16090.67,12,11,1,270,0.783578,2.0,2.0,0
3,4.5,0.0,2,1,1,4,59.999528,0.0,0.0,0
119,420393.18,8492.78,47,45,2,270,1.960767,7.0,7.0,0
119,757778.37,14345.18,50,36,14,281,17.615196,5.0,5.0,0
349,733056.53,133052.62,8,5,3,80,0.0,18.0,19.0,0
3,315.72,0.39,4,2,2,4,50.499508,0.0,0.0,0
154,688358.73,2230.01,26,5,21,98,7.389805,39.0,39.0,0
3,88328.02,29442.67,4,3,0,4,0.0,0.0,0.0,0
3,20369.5,0.0,2,1,1,4,0.076282,0.0,0.0,0
3,4332.0,750.66,5,4,1,4,29.913357,0.0,0.0,0
3,21824.22,5442.34,8,4,4,4,0.458152,0.0,0.0,0
154,596613.23,29004.65,25,9,15,98,207.866667,41.0,41.0,0
284,816431.5,4156.24,183,166,17,270,3.966276,10.0,10.0,0
54,394796.12,21.94,10016,4070,5930,269,3.614308,43.0,45.0,0
308,226755.1,3435.68,67,66,0,270,0.0,2.0,2.0,0
330,693499.15,90066.48,4,3,1,270,1.0,11.0,11.0,0
3,40.98,0.0,4,1,3,4,33.666149,0.0,0.0,0
204,966040.98,1116.81,865,865,0,125,0.0,5.0,6.0,0
119,753882.93,24551.98,32,29,3,270,1.279588,5.0,5.0,0
3,11487.67,249.52,15,6,9,4,2.785556,0.0,0.0,0
3,91389.75,0.0,2,1,1,4,0.069559,0.0,0.0,0
308,226769.35,25196.59,10,9,0,270,0.0,2.0,2.0,0
3,161733.92,8083.36,40,20,20,4,0.833463,0.0,0.0,0
308,198923.55,7104.41,29,28,0,270,0.0,2.0,2.0,0
3,68.05,0.0,4,1,3,4,33.666149,0.0,0.0,0
3,306.13,0.0,4,1,3,4,33.666171,0.0,0.0,0
257,1014566.68,11657.47,87,82,5,270,1.791244,10.0,10.0,0
3,10.1,0.17,6,2,4,4,500.249528,0.0,0.0,0
257,815420.5,13404.96,73,44,29,270,0.792415,12.0,12.0,0
3,314.78,0.0,3,1,2,4,50.499286,0.0,0.0,0
3,279493.25,19750.48,27,14,13,4,0.999845,0.0,0.0,0
3,2197.68,0.0,2,1,1,4,12.546144,0.0,0.0,0
0,658941.33,66.58,9898,9897,0,0,0.0,25.0,25.0,0
3,253738.68,15827.65,5,2,3,4,20.139473,0.0,0.0,0
119,565266.93,61.09,9113,8926,187,270,53.540015,8.0,8.0,0
101,114183.87,7.43,5,2,3,61,1.408972,7.0,7.0,0
416,441489.38,7496.68,96,54,42,270,0.137662,3.0,3.0,0
3,110799.58,36889.35,6,3,3,4,5.823422,0.0,0.0,0
3,416795.65,460.75,1741,874,867,4,0.44707,0.0,0.0,0
308,104626.32,14946.62,8,7,0,270,0.0,2.0,2.0,0
3,58501.53,0.0,3,1,2,4,0.549188,0.0,0.0,0
17,986051.35,1378.01,456,150,306,13,55.129539,86.0,88.0,0
3,433788.3,136870.19,7,3,4,4,2.113718,0.0,0.0,0
3,9.2,0.74,5,2,3,4,666.999528,0.0,0.0,0
154,787180.65,3798.54,127,32,95,250,19.245005,30.0,30.0,0
3,12.65,0.0,2,1,1,4,0.701696,0.0,0.0,0
308,65751.78,1921.3,5,2,3,270,20.60033,2.0,2.0,0
308,198945.53,2763.13,73,72,0,270,0.0,2.0,2.0,0
3,88329.73,14721.62,7,6,0,4,0.0,0.0,0.0,0
3,343.18,0.0,2,1,1,4,0.142298,0.0,0.0,0
182,678330.78,15674.08,89,17,72,196,0.602434,40.0,40.0,0
202,392454.07,17563.84,33,13,20,123,0.029238,4.0,4.0,0
3,55.75,0.0,2,1,1,4,2.198953,0.0,0.0,0
243,966585.25,2725.9,490,86,404,247,1.427768,83.0,86.0,0
420,156518.43,2074.28,233,16,217,13,0.43093,10.0,10.0,0
3,261991.07,29107.97,18,9,9,4,3.003481,0.0,0.0,0
119,198923.4,8288.48,25,24,0,270,0.0,1.0,1.0,0
3,280685.2,20031.75,28,14,14,4,32.201631,0.0,0.0,0
308,162004.78,1446.47,113,112,0,270,0.0,1.0,1.0,0
3,271640.75,11000.61,36,22,14,4,45.683616,0.0,0.0,0
134,38455.03,2280.49,34,10,24,237,1.526607,10.0,12.0,0
3,320.48,0.0,4,1,3,4,33.666171,0.0,0.0,0
308,226755.1,1542.55,148,147,0,270,0.0,2.0,2.0,0
3,560.33,0.0,2,1,1,4,0.878504,0.0,0.0,0
3,315.42,0.0,3,1,2,4,38.364431,0.0,0.0,0
119,353719.13,4649.56,19,9,10,61,0.636225,23.0,23.0,0
3,941785.77,502.75,3625,1812,1813,4,0.519144,0.0,0.0,0
3,325.83,0.82,4,2,2,4,50.499487,0.0,0.0,0
308,334529.83,2200.85,153,152,0,270,0.0,3.0,3.0,0
3,48.13,0.0,4,1,3,4,33.666149,0.0,0.0,0
3,59675.72,29833.75,4,2,2,4,3.256382,0.0,0.0,0
445,902269.5,3951.26,158,79,79,61,132.468455,13.0,13.0,0
3,73.95,0.37,5,2,3,4,33.666149,0.0,0.0,0
3,305923.5,1391.33,436,219,217,4,0.353498,0.0,0.0,0
308,198931.8,1792.18,112,111,0,270,0.0,2.0,2.0,0
308,860803.02,30827.17,35,24,11,189,13.085238,1.0,1.0,0
202,903254.48,270.11,3345,3344,0,123,0.0,12.0,12.0,0
3,62.4,0.0,5,1,4,4,25.249475,0.0,0.0,0
3,331.62,0.03,4,2,2,4,50.499487,0.0,0.0,0
3,585079.22,185539.87,7,3,4,4,4.513791,0.0,0.0,0
420,67.95,0.0,5,1,4,276,0.062,1.0,1.0,0
3,79.38,0.21,5,2,3,4,33.666163,0.0,0.0,0
202,975450.2,1426.59,371,138,233,123,1.187957,18.0,19.0,0
445,348261.82,1277.52,292,128,164,276,20.456725,26.0,26.0,0
18,268080.7,134026.7,5,2,3,17,0.526088,1.0,1.0,0
202,405659.55,1692.99,12,9,3,123,10.0,15.0,15.0,0
3,328.57,0.0,3,1,2,4,50.499487,0.0,0.0,0
134,270861.3,17260.95,16,4,12,264,0.323246,3.0,5.0,0
3,99075.63,8170.5,24,12,12,4,0.076196,0.0,0.0,0
3,4.53,0.0,2,1,1,4,0.099528,0.0,0.0,0
3,324.37,0.3,4,2,2,4,50.499508,0.0,0.0,0
3,4.02,0.0,2,1,1,4,1.698489,0.0,0.0,0
3,59.6,0.0,4,1,3,4,33.666149,0.0,0.0,0
308,100614.53,119.69,7,3,4,270,0.173161,1.0,1.0,0
3,66.78,0.0,4,1,3,4,33.666149,0.0,0.0,0
3,6.08,0.01,32,29,3,4,666.999528,0.0,0.0,0
3,167188.42,1038.23,319,160,159,4,0.12,0.0,0.0,0
3,89.85,0.0,2,1,1,4,5.026956,0.0,0.0,0
3,59269.58,8448.03,14,7,7,4,1.609668,0.0,0.0,0
308,685461.75,10710.34,65,64,0,270,0.0,2.0,2.0,0
3,331.53,0.01,5,3,2,4,50.499487,0.0,0.0,0
308,380982.0,2922.18,70,33,37,123,9.099545,14.0,14.0,0
3,60518.27,30259.13,3,2,0,4,0.0,0.0,0.0,0
3,60463.37,30231.68,3,2,0,4,0.0,0.0,0.0,0
3,100993.85,5087.93,11,5,6,4,0.141364,0.0,0.0,0
3,68.05,0.0,4,1,3,4,33.666149,0.0,0.0,0
3,774849.93,96530.39,20,6,14,4,0.372176,0.0,0.0,0
197,139955.03,13.92,10000,9984,16,270,193.983206,19.0,19.0,0
3,75.18,0.28,5,2,3,4,33.666163,0.0,0.0,0
336,770591.87,1746.92,699,416,283,210,24.15206,5.0,5.0,0
223,815853.42,1015.49,1596,800,796,270,0.289901,1.0,1.0,0
3,186.55,0.0,2,1,1,4,0.792,0.0,0.0,0
0,1268.52,0.0,7,1,6,0,0.069218,1.0,1.0,0
214,89113.27,9120.13,15,7,8,176,13.642507,20.0,20.0,0
308,226754.57,1757.79,130,129,0,270,0.0,2.0,2.0,0
3,61412.68,20468.61,6,3,3,4,0.629805,0.0,0.0,0
202,113529.0,1836.68,6,2,4,123,0.07253,4.0,4.0,0
3,323.22,0.84,4,2,2,4,50.499508,0.0,0.0,0
257,924965.22,54365.49,19,17,2,270,0.7425,8.0,8.0,0
3,129126.73,5868.52,44,22,22,4,0.978194,0.0,0.0,0
3,11.28,0.03,5,2,3,4,666.999528,0.0,0.0,0
3,359773.83,1332.71,535,269,266,4,13.649233,0.0,0.0,0
3,147034.32,11135.31,15,12,3,4,0.363385,0.0,0.0,0
3,20.18,0.0,5,2,3,4,666.99939,0.0,0.0,0
3,548020.23,8801.04,122,62,60,4,0.966959,0.0,0.0,0
465,794037.42,2015.87,783,392,391,270,0.223392,2.0,2.0,0
3,5.0,0.0,2,1,1,4,0.820747,0.0,0.0,0
3,60.97,0.0,4,1,3,4,33.666149,0.0,0.0,0
3,11.82,0.0,5,2,3,4,666.999528,0.0,0.0,0
3,1.0,0.0,2,1,1,4,0.998688,0.0,0.0,0
308,974489.6,59320.92,28,13,15,270,0.804858,1.0,1.0,0
3,67.15,0.0,4,1,3,4,33.666149,0.0,0.0,0
3,389764.85,1673.24,447,226,221,4,0.115688,0.0,0.0,0
3,324.53,0.82,4,2,2,4,50.499487,0.0,0.0,0
308,226763.42,2547.9,90,89,0,270,0.0,2.0,2.0,0
3,169599.67,8485.59,20,7,13,4,217.432098,0.0,0.0,0
22,1033276.68,3439.84,390,296,94,270,0.809676,5.0,5.0,0
308,226792.15,37798.69,7,6,0,270,0.0,2.0,2.0,0
243,1059563.1,5322.53,108,35,73,105,2.88713,65.0,68.0,0
3,553272.38,39515.67,27,14,13,4,36.630855,0.0,0.0,0
3,4.83,0.0,2,1,1,4,0.019528,0.0,0.0,0
450,1161966.2,8587.79,223,133,90,270,0.881845,2.0,2.0,0
3,0.0,0.0,1,1,0,4,0.0,0.0,0.0,0
308,168585.17,3.05,5,2,3,270,1.832992,2.0,2.0,0
3,55.77,0.0,4,1,3,4,33.666149,0.0,0.0,0
330,397270.82,79254.79,689,3,686,270,4.935845,16.0,16.0,0
3,330.08,0.82,4,2,2,4,50.499487,0.0,0.0,0
308,133511.43,10270.11,14,13,0,270,0.0,1.0,1.0,0
3,3.03,0.0,2,1,1,4,1.059501,0.0,0.0,0
88,757297.47,3552.12,377,140,237,136,6.413318,41.0,42.0,0
3,310.12,0.0,4,1,3,4,33.666179,0.0,0.0,0
78,707234.05,2663.8,375,191,184,270,0.148953,2.0,2.0,0
308,319306.77,820.84,390,389,0,270,0.0,2.0,2.0,0
3,9.45,0.0,2,1,1,4,11.151656,0.0,0.0,0
38,97893.3,8899.39,11,11,0,30,0.0,1.0,1.0,0
308,320879.3,3546.17,98,85,13,189,49.231229,4.0,4.0,0
3,121629.45,5653.8,15,8,7,4,8.949011,0.0,0.0,0
3,2831.67,928.02,7,3,4,4,501.004543,0.0,0.0,0
38,572571.02,12314.99,63,22,41,30,16.642633,7.0,7.0,0
80,519321.58,1199.33,408,383,25,270,3.305679,10.0,10.0,0
3,33.02,0.0,2,1,1,4,20.008512,0.0,0.0,0
3,25.08,0.0,2,1,1,4,0.02,0.0,0.0,0
3,285958.5,43512.19,8,3,5,4,0.0134,0.0,0.0,0
3,2.57,0.0,2,1,1,4,0.099214,0.0,0.0,0
3,74.55,0.0,5,2,3,4,33.666152,0.0,0.0,0
260,444474.75,10675.21,34,20,14,270,2.518056,9.0,9.0,0
202,27289.12,2750.38,18,7,11,123,0.666971,1.0,1.0,0
3,325.82,0.0,3,1,2,4,50.499508,0.0,0.0,0
456,1157997.08,326.29,5143,3398,1745,270,1.187339,10.0,10.0,0
3,882858.17,79754.63,26,10,16,4,2.309846,0.0,0.0,0
330,330176.25,360.93,241,6,235,237,3.49791,15.0,15.0,0
3,54693.57,6816.93,16,8,8,4,0.775314,0.0,0.0,0
3,88325.7,5888.38,16,15,0,4,0.0,0.0,0.0,0
308,188982.3,1399.87,136,135,0,270,0.0,2.0,2.0,0
3,325.23,0.84,4,2,2,4,50.499286,0.0,0.0,0
3,7152.93,1428.46,10,5,5,4,1.967227,0.0,0.0,0
3,314.92,0.0,3,1,2,4,50.499508,0.0,0.0,0
154,499045.68,3796.31,107,43,64,98,3.102742,20.0,20.0,0
3,97.55,0.0,2,1,1,4,1.399191,0.0,0.0,0
3,320.17,0.0,3,1,2,4,50.499508,0.0,0.0,0
3,151355.18,25201.14,13,6,7,4,23.277493,0.0,0.0,0
3,389.32,0.0,2,1,1,4,5.99938,0.0,0.0,0
308,200123.5,14294.54,15,14,0,270,0.0,2.0,2.0,0
47,105111.2,10511.12,11,10,0,270,0.0,2.0,2.0,0
3,327.93,0.0,4,1,3,4,33.666179,0.0,0.0,0
3,323.28,0.63,4,2,2,4,50.499508,0.0,0.0,0
119,231561.78,5244.27,5,3,2,270,47.66671,6.0,6.0,0
435,21202.03,1.75,10000,5849,4151,270,21.175288,52.0,52.0,0
3,11.7,0.0,2,1,1,4,3.891065,0.0,0.0,0
3,130008.27,9984.86,26,13,13,4,37.807872,0.0,0.0,0
3,326.05,0.92,5,2,3,4,33.666179,0.0,0.0,0
308,252568.48,1661.63,153,152,0,270,0.0,2.0,2.0,0
3,147465.28,2092.63,139,70,69,4,0.141046,0.0,0.0,0
3,60452.47,12090.49,6,5,0,4,0.0,0.0,0.0,0
3,10.33,0.0,2,1,1,4,0.09938,0.0,0.0,0
308,291469.9,2512.67,117,116,0,270,0.0,2.0,2.0,0
3,24290.25,6689.24,6,3,3,4,0.125127,0.0,0.0,0
3,71861.28,6328.01,16,6,10,4,0.393,0.0,0.0,0
432,1037551.0,3959.78,505,258,247,270,1.036217,1.0,1.0,0
281,110541.37,5995.52,23,8,15,71,2.445975,3.0,3.0,0
3,318.42,0.84,4,2,2,4,50.499508,0.0,0.0,0
3,323.22,0.3,4,2,2,4,50.499508,0.0,0.0,0
3,4.55,0.0,2,1,1,4,5.999214,0.0,0.0,0
308,319340.95,2801.24,115,114,0,270,0.0,4.0,4.0,0
308,198940.27,2486.75,81,80,0,270,0.0,2.0,2.0,0
438,413062.35,10727.52,53,16,37,139,5.949272,10.0,10.0,0
3,314.95,0.0,3,1,2,4,50.499508,0.0,0.0,0
3,5.68,0.42,5,2,3,4,666.999528,0.0,0.0,0
66,669067.17,3378.61,65,20,45,256,0.934207,15.0,15.0,0
281,134296.77,2274.35,29,8,21,173,0.390952,12.0,12.0,0
308,319297.47,6652.03,49,48,0,270,0.0,2.0,2.0,0
308,198903.78,7103.71,29,28,0,270,0.0,1.0,1.0,0
436,796614.9,6300.65,35,19,16,270,2.136187,1.0,1.0,0
3,362.68,0.0,2,1,1,4,0.49938,0.0,0.0,0
3,212.12,102.84,4,2,2,4,1.165998,0.0,0.0,0
308,305849.68,3145.76,186,97,89,189,97.281264,1.0,1.0,0
3,324.63,0.54,4,2,2,4,50.499508,0.0,0.0,0
154,235723.43,3785.8,51,13,38,123,3.208928,6.0,6.0,0
3,334944.23,3718.57,180,90,90,4,0.35133,0.0,0.0,0
375,245922.82,4182.1,61,29,32,174,12.350112,17.0,17.0,0
3,48.13,0.0,4,1,3,4,33.666149,0.0,0.0,0
145,773790.45,15771.88,357,21,336,95,0.976515,47.0,48.0,0
3,47.02,0.0,4,1,3,4,33.666149,0.0,0.0,0
202,133872.58,12298.93,26,10,16,210,0.880509,4.0,4.0,0
3,17.03,0.0,2,1,1,4,1.99938,0.0,0.0,0
3,858024.87,141755.98,12,6,6,4,0.302519,0.0,0.0,0
3,8524.58,4257.18,4,2,2,4,3.017747,0.0,0.0,0
235,725779.35,3868.26,177,48,129,273,6.746748,30.0,30.0,0
257,1322711.35,2442.01,771,535,236,270,0.652052,7.0,7.0,0
308,226769.88,5530.97,42,41,0,270,0.0,2.0,2.0,0
154,980317.72,4733.68,228,129,99,98,1.669654,26.0,27.0,0
3,652193.8,231.94,5332,2769,2563,4,1378.792839,0.0,0.0,0
3,0.67,0.0,2,1,1,4,10.99938,0.0,0.0,0
243,921644.73,2628.38,398,219,179,254,7.891538,46.0,48.0,0
257,15369.12,0.0,2,1,1,270,0.25,7.0,7.0,0
257,116874.32,8486.24,6,3,3,270,2.2,9.0,9.0,0
3,47564.1,3652.1,25,13,12,4,61.249279,0.0,0.0,0
308,400399.77,887.43,549,448,101,270,1.021764,3.0,3.0,0
308,366981.78,1973.02,187,186,0,270,0.0,2.0,2.0,0
308,228995.87,2489.09,93,92,0,270,0.0,2.0,2.0,0
308,319297.02,4497.14,72,71,0,270,0.0,4.0,4.0,0
180,521176.67,3540.85,78,28,50,237,6.07536,26.0,26.0,0
3,281.6,0.0,2,1,1,4,0.154272,0.0,0.0,0
3,68.23,0.0,4,1,3,4,33.666149,0.0,0.0,0
3,56.87,0.0,4,1,3,4,33.666149,0.0,0.0,0
401,295375.58,11843.16,21,7,14,150,1.432143,19.0,19.0,0
3,325.23,0.63,4,2,2,4,50.499508,0.0,0.0,0
308,226925.02,6447.62,34,15,19,189,2.483347,1.0,1.0,0
3,876283.42,152737.5,9,5,4,4,5.452297,0.0,0.0,0
3,207530.77,23052.29,18,9,9,4,0.099724,0.0,0.0,0
308,135481.13,0.0,2,1,1,270,0.145774,1.0,1.0,0
308,173309.25,6189.62,29,28,0,270,0.0,2.0,2.0,0
3,574156.72,1054.56,660,339,321,4,51.845788,0.0,0.0,0
3,70.53,0.44,4,2,2,4,50.499474,0.0,0.0,0
3,65.3,0.0,4,1,3,4,33.666149,0.0,0.0,0
3,304131.92,101264.76,6,3,3,4,1.507178,0.0,0.0,0
320,877116.55,30113.87,27,12,15,61,6.522158,21.0,21.0,0
403,53950.48,0.0,2,1,1,266,0.0,1.0,1.0,0
308,177107.1,4541.21,40,39,0,270,0.0,2.0,2.0,0
3,9.82,0.52,6,2,4,4,500.249528,0.0,0.0,0
3,324.18,1.46,4,2,2,4,50.499508,0.0,0.0,0
3,64.67,0.0,2,1,1,4,0.172797,0.0,0.0,0
3,314.77,0.0,3,1,2,4,50.499286,0.0,0.0,0
367,1531436.85,916.61,2069,1629,440,234,44.489574,29.0,31.0,0
3,2.85,0.0,2,1,1,4,1.899528,0.0,0.0,0
3,44.27,0.0,2,1,1,4,6.989496,0.0,0.0,0
3,979986.77,116598.75,25,8,17,4,3.707832,0.0,0.0,0
139,987892.67,3631.63,56,29,27,16,8.412756,23.0,23.0,0
460,126920.37,8810.24,11,2,9,301,0.005005,1.0,1.0,0
3,59.43,0.0,4,1,3,4,33.666149,0.0,0.0,0
3,385887.92,76953.47,10,5,5,4,2.61802,0.0,0.0,0
3,323.38,0.84,4,2,2,4,50.499508,0.0,0.0,0
416,573652.23,1477.96,554,323,231,270,0.624112,2.0,2.0,0
3,212825.82,6430.71,66,33,33,4,1.104719,0.0,0.0,0
176,768200.03,1349.09,1125,562,563,270,0.098707,2.0,2.0,0
314,100465.77,10.05,10000,9999,0,294,0.0,10.0,10.0,0
349,260843.63,6221.05,71,23,48,123,0.510647,5.0,5.0,0
3,5.93,0.0,2,1,1,4,0.661541,0.0,0.0,0
3,184187.87,13493.22,7,4,3,4,1.912235,0.0,0.0,0
3,324.97,0.53,4,2,2,4,50.499508,0.0,0.0,0
3,115398.8,23074.98,10,5,5,4,0.680626,0.0,0.0,0
3,32.78,9.61,6,3,3,4,176.631023,0.0,0.0,0
308,226791.43,3910.2,59,58,0,270,0.0,2.0,2.0,0
3,764306.7,62884.88,21,10,11,4,1.7399,0.0,0.0,0
3,360.4,0.0,2,1,1,4,0.639061,0.0,0.0,0
47,147975.95,21139.42,8,7,0,270,0.0,1.0,1.0,0
3,898496.63,247.1,5,2,3,4,0.702336,0.0,0.0,0
132,808639.53,2907.45,176,64,112,83,13.608553,55.0,55.0,0
3,103.98,0.0,5,1,4,4,25.249496,0.0,0.0,0
3,3.52,0.07,5,2,3,4,666.999528,0.0,0.0,0
119,309169.87,61629.96,5,4,1,270,35.282657,8.0,8.0,0
308,226756.72,2907.14,79,78,0,270,0.0,2.0,2.0,0
3,26868.58,6710.88,8,4,4,4,1.275671,0.0,0.0,0
3,24498.05,2008.39,9,4,5,4,1.4208,0.0,0.0,0
3,435871.1,54424.96,15,8,7,4,2.082899,0.0,0.0,0
299,1710190.58,33267.22,40,11,29,39,780.162919,22.0,22.0,0
3,474996.05,23656.54,39,20,19,4,11.660015,0.0,0.0,0
3,5473.83,2733.13,4,2,2,4,0.066326,0.0,0.0,0
47,289684.35,2986.44,98,97,0,270,0.0,3.0,3.0,0
3,411734.67,915.37,890,445,445,4,1.153799,0.0,0.0,0
53,58799.25,345.38,6,2,4,39,0.213833,2.0,2.0,0
308,200114.78,8004.59,26,25,0,270,0.0,2.0,2.0,0
152,661818.33,668.63,1732,953,779,270,0.444849,1.0,1.0,0
3,684850.58,6572.73,207,104,103,4,1.833123,0.0,0.0,0
3,647363.83,1358.11,946,474,472,4,0.720321,0.0,0.0,0
3,69.68,0.0,4,1,3,4,33.666149,0.0,0.0,0
308,471543.57,82.2,10000,5243,4757,189,1338.514884,10.0,10.0,0
308,226777.48,1542.7,148,147,0,270,0.0,2.0,2.0,0
3,2.85,0.0,2,1,1,4,0.614118,0.0,0.0,0
3,186986.45,0.0,2,1,1,4,0.036879,0.0,0.0,0
3,301.37,0.0,2,1,1,4,0.99938,0.0,0.0,0
3,103116.38,7259.99,28,14,14,4,0.08952,0.0,0.0,0
3,43.42,0.0,3,1,2,4,21.132496,0.0,0.0,0
308,226774.68,2387.1,96,95,0,270,0.0,2.0,2.0,0
308,128666.9,6455.3,11,4,7,270,0.193842,1.0,1.0,0
3,4575.75,0.0,2,1,1,4,0.036696,0.0,0.0,0
47,229025.48,3470.08,67,66,0,270,0.0,3.0,3.0,0
3,152.5,48.97,6,3,3,4,3.95475,0.0,0.0,0
445,1013998.72,2334.96,587,158,429,291,13.345981,53.0,54.0,0
3,2.77,0.0,2,1,1,4,72.999528,0.0,0.0,0
3,318.18,0.36,5,3,2,4,50.499286,0.0,0.0,0
3,332.73,0.82,4,2,2,4,50.499487,0.0,0.0,0
3,305067.1,1446.8,420,210,210,4,12.131242,0.0,0.0,0
3,67.87,0.0,4,1,3,4,33.666149,0.0,0.0,0
308,226764.78,1349.79,169,168,0,270,0.0,2.0,2.0,0
3,627310.47,27056.4,43,23,20,4,46.530043,0.0,0.0,0
3,66.87,0.0,4,1,3,4,33.666149,0.0,0.0,0
308,198907.78,12431.74,17,16,0,270,0.0,2.0,2.0,0
308,283912.72,2783.46,103,102,0,270,0.0,1.0,1.0,0
308,658487.7,1737.43,380,379,0,270,0.0,2.0,2.0,0
308,130759.6,21793.27,7,6,0,270,0.0,1.0,1.0,0
3,38213.88,12736.67,5,3,2,4,15.330563,0.0,0.0,0
16,1220367.7,5072.06,92,6,86,196,0.162337,94.0,95.0,0
257,20492.45,0.0,3,1,2,270,0.06,9.0,9.0,0
202,327493.78,0.0,3,1,2,123,1.8e-05,1.0,1.0,0
3,329.18,0.82,4,2,2,4,50.499487,0.0,0.0,0
243,1025062.95,2020.89,376,77,299,17,3.799772,71.0,72.0,0
3,355307.23,34580.69,17,10,7,4,2.701103,0.0,0.0,0
3,88325.22,29441.74,4,3,0,4,0.0,0.0,0.0,0
243,845735.43,949.73,1360,659,701,22,0.875049,98.0,101.0,0
202,858169.12,10848.69,66,27,39,123,8.218359,16.0,16.0,0
3,219481.13,36.34,5346,2670,2676,4,1.2e-05,0.0,0.0,0
3,12874.32,3210.51,8,4,4,4,6.441164,0.0,0.0,0
3,130706.72,2358.01,67,55,12,4,0.92602,0.0,0.0,0
303,804054.93,7483.75,35,4,31,268,0.009677,154.0,158.0,0
3,442.02,147.34,4,3,0,4,0.0,0.0,0.0,0
3,326480.45,0.0,35,1,34,4,0.002692,0.0,0.0,0
3,64.9,0.0,4,1,3,4,33.665988,0.0,0.0,0
165,275468.38,32003.67,51,7,44,106,0.205666,3.0,4.0,0
3,59.92,0.0,4,1,3,4,33.666149,0.0,0.0,0
3,648285.1,15838.46,7,3,4,4,0.148385,0.0,0.0,0
3,782182.85,48871.36,32,16,16,4,6.711571,0.0,0.0,0
3,531818.5,75969.97,12,7,5,4,0.947526,0.0,0.0,0
308,171393.5,4180.33,42,41,0,270,0.0,3.0,3.0,0
308,192600.78,1565.86,124,123,0,270,0.0,2.0,2.0,0
3,91979.92,9.2,10000,9999,0,4,0.0,0.0,0.0,0
3,312.95,0.0,3,1,2,4,50.499508,0.0,0.0,0
401,563680.15,61462.55,19,8,11,263,7.007054,1.0,1.0,0
3,204435.63,398.97,5,2,3,4,2.664501,0.0,0.0,0
308,192601.7,1591.75,122,121,0,270,0.0,2.0,2.0,0
3,66.87,0.0,4,1,3,4,33.666149,0.0,0.0,0
333,987257.28,3515.37,259,42,217,105,0.586991,67.0,67.0,0
3,12.65,0.0,2,1,1,4,7.173579,0.0,0.0,0
3,324.73,0.82,4,2,2,4,50.499487,0.0,0.0,0
3,68.72,0.0,4,1,3,4,33.666149,0.0,0.0,0
69,761108.43,4151.29,1168,110,1058,222,15.017182,57.0,57.0,0
416,1196309.6,5254.14,401,223,178,270,0.19893,2.0,2.0,0
308,393831.93,2431.06,163,162,0,270,0.0,2.0,2.0,0
308,168972.47,16897.25,11,10,0,270,0.0,2.0,2.0,0
3,17.12,0.0,5,2,3,4,666.999528,0.0,0.0,0
223,1223257.5,12096.04,167,47,120,123,33.089382,65.0,66.0,0
3,4.02,0.0,2,1,1,4,1.111779,0.0,0.0,0
308,243649.67,4200.86,59,58,0,270,0.0,4.0,4.0,0
3,320.43,0.0,3,1,2,4,50.499508,0.0,0.0,0
308,132985.32,14776.15,10,9,0,270,0.0,1.0,1.0,0
3,385954.42,96462.41,8,4,4,4,287.120347,0.0,0.0,0
308,226784.83,2061.68,111,110,0,270,0.0,2.0,2.0,0
